name,rating,types,directors,actors
你不是一个人,6.6,爱情/奇幻,钟青,石承镐/何紫妍/南苗
北海食神,6.6,剧情/喜剧/动作/爱情,金文俊,高翔/李欣燃/黄霆/韩梦武/王志鹏
刺杀风云,6.6,剧情/动作,周天宇,吕良伟/杨明逸/周卓/袁千山/张琪/王尧/张宏威/韩龙瑄/徐睦毅/李东海
照相师,6.6,剧情/历史,张唯,谢钢/刘牧/康磊/涓子/秦楚明/马东延/于卉怡/上泽/张优/方子怡/刘玉龙
狄仁杰之无头神将,6.6,剧情/动作/古装,郭玉龙/杨帅,刘屹宸/孙振鹏/石恩心/汤维文/周钦霖/王亚斌/李泽宇/潘彦妃
一条叫招财的鱼,6.6,剧情,刘迪洋,李易祥/张歌/李子雄/叶逢春/周德华/方清平/杨舒枫/孙昊
特别追踪,6.6,犯罪,王启蘅,周浩东/牛宝军/李宜儒/于心妍
那些女人,6.6,剧情,吴贻弓/江平/李作楠,何赛飞/胡可/殷桃/白冰/谢林彤/马伊琍/姚晨/茹萍/周冬雨/夏雨/陈龙/佟大为/牛犇/岳红/巩汉林/金珠/王千源/张一山/王景春/马精武/许凝/李木子/张山/肖荣生/佟瑞欣/陈创/邱林/郑毓芝/郑昊/侯勇
天才J之谜题里的倒计时,6.6,科幻/悬疑,曾庆杰,陈思宇/王子清/小夕/徐凡/梁辰羽
天下第一镖局,6.6,动作/古装,陶盟喜,樊少皇/车永莉/释彦能/施南/吕良伟/陈之辉/史洪波/巴多/王海祥/徐冬梅/容尔甲/孙明明/李炳雷/答有为/连凯/周浩东/卢惠光/陈超 /梁家仁/张宝雯/李炳渊/李长海/张家荣/张衡/李沛泽/田雨晴/陶日金/蒋列/胡蓉蓉/张佳维
纯真年代,6.6,剧情/家庭/儿童,韩荣声,范洪涛/张琳/黄宝龙/温正邦/古玉枫/王思霖/廖丽/黎骏/古运昌/邹馥莲
童年随之而去,6.6,剧情,卢漉,芦展翔/崔璨/王文娜
济公之神龙再现,6.6,喜剧/爱情/古装,林子聪,陈浩民/林子聪/孙八一/金刚/张艺骞/孙明明/黄路霏/谢毅宏
宇宙有爱浪漫同游,6.6,喜剧/爱情/科幻,陈加玲,李昇炫/郭碧婷/白冰/李笑男/李贤宰/张亮/王梓轩/蔡宛珊
大雪冬至,6.6,剧情,邢潇,祝希娟/果汁/张桐/李金斗/赵婉瑜
杀无赦II逃亡之路,6.6,悬疑/犯罪,托尼·蒂尔斯,蓝正龙/邓家佳/韩鹏翼/萨姆·海登·史密斯/周杰妮/何文海/张晶
杀无赦III背水一战,6.6,悬疑/犯罪,托尼·蒂尔斯,蓝正龙/邓家佳/萨姆·海登·史密斯/韩鹏翼/周杰妮/何文海/张晶
爱的帕斯卡,6.6,剧情,刘海,许还山/奚美娟/周知/王栎鑫/杜海涛/张赫/牛犇/意辰
娘子军传奇,6.6,剧情/战争,孟奇,刘一含/刘畅/战卫华/邓杨宁/孙菲菲
青春逗,6.6,剧情/喜剧,郑仕明,姜潮/张嘉倪/金恩圣/于文文/马春瑞/闫安/李德功常/罗海琼/李彬/王景春
再见时光,6.6,剧情/爱情/同性,薛贤坚,杜维瀚/张家瑜/陈鹏万里/吴昱瑶/赵梦强/刘飏/余思潞
领袖1935,6.6,剧情,周琦/马德林,王晖/刘劲/吴京安/王伍福/脱一然/徐雷智/刘奕/尹键/乐垚贝/贾媛媛/李明亮/斯科特·普鲁特/黄精一
碟仙诡谭2,6.6,悬疑/惊悚,雷宇扬,张韶涵/方力申/惠英红/孙艺铭/雷宇扬/王子腾/丁川/胡悦
大梦西游2铁扇公主,6.6,剧情/动作/奇幻,谭俏,谢苗/黄一琳/李夏佩/九孔/马京京/吴毅将/赵铁英/金雅娜
缞神契约,6.6,喜剧/爱情,邢键钧,贾景晖/林爽/胡丹丹/叶青/李少亭/赵骏/星月
王牌御史猎妖教室,6.6,剧情/喜剧/动作,周德元/黄明升,郑业成/姜春琦/柴浩伟/古铭瀚/涂们/申琦/姚以缇/孙睿/隆宸翰/杨志龙/方舲/郭昊钧/叶怡均/吴芮甄/许珊琦/范峻铭/吴子龙/龚维川
聊斋新编之画皮新娘,6.6,惊悚/恐怖,摩撒利,丁汇宇/殷果儿/徐千京/刘小奇/叶豪/陈嘉敏/冯翰/郭亚菲/王笑天/蔡翱骏/冯桀
特殊嫌疑犯,6.6,剧情/悬疑/犯罪,余庆,孙雪岩/万希/麻郡宜/周广真/周雪珍
四渡赤水,6.6,剧情/动画/战争,鲁艺,张震/叶宝华/任亚明/高增志/商宏
诡新娘,6.6,悬疑/恐怖,王健/李纪正,苏菲/刘骐/杨济妤/陈国良/温春荣/李世宏/岳俊岭/于天川/贾舒夷/赫明宇/贾玉华/段俊宝/刘连钧/芦旭/郑嘉琨/刘明/张海报/张东升
七月半2：前世今生,6.6,剧情/悬疑/惊悚/恐怖,李红建,陈美行/翟子陌/罗翔/王良/赵吉/苗青/夏星翎/常奕然/付曼/张力飞/曾漪莲
恐怖爱情故事之死亡公路,6.6,悬疑/恐怖/犯罪,鸿水,牟雨晨/冯可/高名扬/魏鹏/张溯哲/陈圆媛/郑沛琳/孙成程/李感/张尧
死亡笔记,6.6,悬疑/惊悚/恐怖,姜军,曹斐然/李峥/李奔
708090之深圳恋歌,6.6,剧情/爱情,林伊琦/邓鉴泉/陈木川,温碧霞/陈锐/吴克群/赵奕欢/宋智孝/赵晨妍/吕良伟/李凤鸣/刘锡贤/多亮/李东翰/商侃/樊玲
购物女王,6.6,喜剧/爱情,柳广辉,秦海璐/范逸臣/翁家明/区宁/刘品言/徐洁儿/包伟铭/包小柏
恐怖照相机,6.6,悬疑/惊悚,李庆城,王翔弘/童鑫/姚雨鑫/吴晴/唐佳成
阴阳先生之末代天师,6.6,喜剧/动作/惊悚,张涛,钱小豪/楼南光/彭禺厶/张家赫/高一峰/田雨潼/黑戈
恭喜发财之谈钱说爱,6.6,剧情/喜剧/爱情,孙宏凯,曹云金/周知/杜海涛/吴昕/吴宗宪/陈晓东/姜潮/苏醒/孙坚/张予曦/万国鹏/孙耀琦/刘雅瑟/隋凯/李梦/韩云云/巴多
火星归来,6.6,剧情/科幻,刘谋峰,马诺/胡北/高森鹏/刘谋峰
四平青年3偷天换日,6.6,喜剧/动作,张浩,张浩/吴志雄/李野/蓝波
狂野飞车,6.6,动作/爱情/冒险,袁野,安娜塔莉亚·沙迪科娃/米歇尔·法布里斯/索博尔奇/安东·夏波瓦洛/吉拉德卡·伊莉娜/何子健/何伟
悬战,6.6,动作/悬疑/犯罪,李凯,焦恩俊/连凯/林津锋/韩秋池/戚云鹏/彭博/高菲/胡双泉
死亡之谜,6.6,悬疑/惊悚/冒险,黄正杰,温兆伦/黄征/余思潞/隋抒洋/杨心蕊
岁城璃心-鬼蜮咒原,6.6,动作/动画/奇幻,林魂,林魂
换爱七日,6.6,喜剧/爱情,唐旭,余心恬/徐岑子/王鑫尧/尹正/翁虹/景岗山/李彬
魔幻仙踪,6.6,动画/奇幻/冒险,吴建荣/方磊,伊一/葛钰莹/杨莹/铃涓/张璐/郭政建/林强/笑谈/张美娟/王冠南
天上的菊美,6.6,剧情,苗月,阿旺仁青/江疏影/陈瑾
近距离击杀,6.6,剧情/战争,孙铁,董勇/巫刚/张煊赫/李思博/刘奕/刘继勋
暴躁天使,6.6,剧情/爱情,赵晔,李治中/苏妙玲/黄孝传/裘恩典/张旭
禁忌游戏之迷藏,6.6,惊悚/恐怖,宋胤熹,宗峰岩/王海祥/念贤儿/于佳琪/林诗枝
柠檬,6.6,剧情/爱情,章家瑞,立威廉/洪晓熙/金莎/谭佑铭/刘仪伟/王迅/沈伐/李伯清
无间罪：僵尸重生,6.6,惊悚/恐怖,夏咏,刘锡明/刘珈彤/梁小龙/尚华/林重延/李奇龙/乔禹涵
冰雪11天,6.6,剧情/灾难,陈国星/王小列,刘桦/冯远征/黄奕/郭家铭/奚美娟/柳岩/梁丹妮
守株人,6.6,悬疑/惊悚,李明明,杨紫/骆达华/杜奕衡/刘筱筱/林雪/林妙可
非常绑匪,6.6,剧情/喜剧,李学兵,张默/邬祯琳/姜武/张光北/艾俊龙
赛尔号大电影2之雷伊与迈尔斯,6.6,动画/奇幻/冒险,王章俊/付杰,武艺
黑鱼,6.6,剧情,沙漠,祖峰/谢雨霏/袁志博/朱元浩/刘天池/王子昭
小胖妞前传（上）,6.6,剧情/爱情/科幻/动画,何伟锋,郑莎莎/何伟锋
神马都是浮云,6.6,喜剧,陶盟喜,张达明/林子聪/林雪/刘永/巴多/连晋/刘鑫/刘晓晔/蒋一盟
面引子,6.6,剧情,李佑宁,耿乐/叶全真/李宗翰/赵仕瑾/吴兴国/李天柱/张雁名
水落石出,6.6,惊悚/恐怖/情色/犯罪,于博/王利群,张希临/王丽丽
郭明义,6.6,剧情/传记,陈国星/王竞,侯勇/姜宏波/李沁/冯远征
星海,6.6,传记,李前宽/肖桂云,徐若瑄/苏嘉航/吴孟达/苏有朋
幸存日,6.6,剧情/悬疑/灾难,闫然,倪大红/陈晓东/李菲儿/李彧/王新宇/唐唐/金顺子/刘交心/师小红/于小磊/陈春生/汤沁/刘超
哥的传说,6.6,喜剧/爱情,韩志,高海鹏/王皓/何苗/王沛禄/王正权
梦回金沙城,6.6,剧情/动画/奇幻,陈德明,詹佳/沈达威/程玉珠/张欣/谢天添/姜玉玲/王肖兵/胡平智/吴磊/徐刚
预审,6.6,剧情/犯罪,周友朝,任程伟/刘威葳/吴刚/毛俊杰/吴佩慈
5颗子弹,6.6,剧情/犯罪,萧锋,刘佩琦/吴大维/姜武
箱子,6.6,剧情,王分,王宏伟/伍宇娟/吴刚/王丝菲
2007年中央电视台春节联欢晚会,6.6,音乐/歌舞,金越,朱军/周涛/李咏/董卿/刘芳菲/张泽群/冯巩/李志强/阿牛/韩雪/蔡依林/李金斗/大兵/赵卫国/宋祖英/郭达/蔡明/句号/蔡国庆/潘长江/金玉婷/庞龙/姚贝娜/黄宏/牛莉/雷恪生/韩红/郝歌/张韶涵/容祖儿
一诺千金,6.6,剧情/儿童,康宁,黄渤/孙瀚文
浅蓝深蓝,6.6,剧情/喜剧/家庭/儿童,袁卫东,张力夫/齐子修/赵佳琪/杜玛/陶豫/郭香儿/柳思涛/董晓燕/王义夫/陶虹/张静初/朱军/车永莉/那英/姜昆/李宁/莫少聪/罗海琼/刘璇/赵文卓/孙红雷
2006年中央电视台春节联欢晚会,6.6,音乐/歌舞,郎昆/杨东升,朱军/周涛/李咏/董卿/张泽群/刘芳菲/满文军/谢霆锋/庾澄庆/冯巩/牛莉/蔡明/郭达/岳秀清/阿宝/宋祖英/大兵/赵卫国/庞龙/林俊杰/牛群/刘小梅/闫学晶/黄宏/巩汉林/林永健/刘亚津/蔡国庆/郭冬临/魏积安
牛皮,6.6,剧情/家庭,刘伽茵,刘伽茵/刘在平/贾惠芬
台湾往事,6.6,剧情/历史,郑洞天,蒋雯丽/冯汉元/王雪菁/崔林/潘兴强/刘蔚森/白凡/郑振瑶
外来媳妇本地郎,6.6,喜剧,高志森,曾志伟/沈殿霞/郭昶/黄霑/余文乐/蒋怡/苏志丹/虎艳芬/彭新智/丁玲
2000年中央电视台春节联欢晚会,6.6,音乐/歌舞,张晓海/赵安,朱军/周涛/倪萍/赵忠祥/水均益/罗京/崔永元/李瑞英/鞠萍/文清/海霞/杨澜/姜昆/赵子琪
女人的天空,6.6,剧情/喜剧,吴天戈,巫刚/吴玉芳/高蓓蓓/谢润/孙思瀚/韦力
狭路英豪,6.6,剧情/喜剧/动作,周晓文/文隽,姜文/万梓良/于莉
邻居,6.6,剧情,徐谷明/郑洞天,郑振瑶 Zhenyao Zheng/王培/许忠全/王憧/冯汉元/李占文/袁牧女
伏妖白鱼镇2,6.5,悬疑/奇幻,刘轩狄,尹天照/林枫烨/付赫安琪/王佳希/楼南光/雷宇扬/包小平
傀儡姬,6.5,悬疑/奇幻,侯国涛,季晨/鹤男/王珞嘉/张冬/冯俊杰/刘永刚/戴明/脑门额尔德尼/韩梦武
大路朝天,6.5,剧情,苗月,李保田/陈瑾/巴登西绕/张政勇/孙敏/白威/郭晓峰/孙艺杨
特种兵归来1：血狼之怒,6.5,剧情/动作/犯罪,侯杰,傅浤鸣/任柯诺/张进/喻言/薛景瑞
狄仁杰之蚩尤血藤,6.5,动作/悬疑/古装,蓝志伟,杜奕衡/文卓/花钰杰/舒杨
心之界限,6.5,剧情/爱情/家庭,张峰,罗梓心/王洪刚/储丰铭/王老王/范英/应宝林
古墓兽影,6.5,动作/惊悚,李麒麟,聂远/莫少聪/安泽豪/殷旭/范植伟/宋之光/段博文/骆佳
吻隐者,6.5,剧情/爱情,李燕宁,谭卓/李至正/孙亦沐
吾神,6.5,剧情,刘冬雪,郝洪海/刘晓侠/赵梓行/商洪亮/唐玉娟
了不起的高二八班,6.5,剧情,姚学,梁振伦/王歆霆/刘頔/梁霆炜/付小仙/武麟/蒋中伟/李亭颖
伊阿索密码,6.5,科幻/悬疑/惊悚,李伟/张楠,梁静/赵立新/李兰迪/王佳佳/周明汕/胡晓光/杨轶/董大庆/贺宽/李圣佳
监狱犬计划,6.5,剧情/喜剧,郭大雷,郝蕾/刘帅良/裴魁山/韩彦博/大力/阿如那/刘慧
恐怖浴室,6.5,惊悚/恐怖,陆诗雨,张星阑/刘国光/吴洋/宋天湙/臧鸿飞
亲爱的，我要和别人结婚了,6.5,爱情/灾难,覃傑,保剑锋/戚砚笛/徐一娢/曹祎诺/康亢/秦佳/李小彤
破门,6.5,剧情,徐耿,马顺洗/李虎城/彭一家/刘炷诗嫚/蒲浩宇/陈钶予/李金津川/徐谦/邓诗国/陈建宇/苏爱娟
时空偷渡少女,6.5,爱情/奇幻,吴琴,王安琪/王辰硕/高寒/廖成霖/严忆琳/高嵩/何志龙/包磊/隋丽娟/许金权/金逸文
狄仁杰之轮回图,6.5,悬疑/奇幻/古装,陈怀夫/许警文,王海祥/桑驯华
2018江苏卫视跨年演唱会,6.5,音乐/歌舞/真人秀,张玲燕,李宗盛/赵丽颖/吴亦凡/潘玮柏/刘涛/汪苏泷/陈慧娴/张碧晨/张信哲/梁咏琪/周华健/刘维/邓紫棋/江疏影/李易峰/李宇春
金珠玛米,6.5,剧情/历史/西部,杨蕊,多布杰/王紫逸/杨秀措/洛桑念扎/阿旺仁青
你在哪,6.5,剧情/悬疑/犯罪,樊昊仑,景珂/樊昊仑/上白/杨晋/周韵茹/高爽/焦恩熙
星期8,6.5,剧情/奇幻,王艺珺,王漪淼/卜冠今/李豪/屈绍春/马娇/向遨宇/武姿
毕业旅行笑翻天,6.5,剧情/喜剧/爱情,高志森/张毅/胡圣亚,徐娇/邱胜翊/王栎鑫/禾浩辰/欧阳妮妮/韩雨洁/林子聪/恬妞/蒲冰墨/昌隆/林雪/刘志宏/曹佑宁/杨迪/李唯贺/邰智源/许效舜
秦时明月之医者入世,6.5,剧情/动画,李金滨,李敏妍/孙晔
借眼,6.5,悬疑/惊悚/犯罪,张洋,陈浩民/薛佳凝/罗兰/王皓祯/杨苏/卓凡/游乐儿/鲍磊/任添琪
异兽来袭,6.5,剧情,陈海帆,甘于晓雪/于博宁/杨祖青/于佳/尹大为/黄榛/王斯琼/邢硕/张军/诗梓佳
超级大山炮之夺宝奇兵,6.5,剧情/喜剧,崔俊杰,宋晓峰 Xiaofeng Song/程野/唐娜 Na tang/张家豪/宋小宝 Xiaobao Song/刘小光/张尧/于震宇/小超越 Xiao Chao-yue
窦娥奇冤,6.5,剧情/动作/悬疑,杨真,王力可/邱心志/杨昆/田重/刘挺/龚轶/肖天/王浩男
怨灵宿舍之白纸女生,6.5,惊悚,陆诗雷,谢容儿/薇拉贝儿/姚雨鑫/曲馨雅/姜星丘/陈嘉敏/姜梦茹/李晨溪
魔游纪1：盘古之心,6.5,剧情/动作/奇幻/冒险/古装,回宇,卢宇静/于磊/余浩瑞/崔璨/阳蕾/郑欣雨/李彩瑞
笨鸟,6.5,剧情,黄骥/大塚龙治,姚红贵
我们的青春不怕疼,6.5,爱情,吴东珉,史元庭/曲桐雨/李秉润/陈龙/杜安琪/陈淋/马长建/节冰/余潇春/李科佑/刘瑞雪/魏馨颖/胡祺/付存操/薛衎/许秋文
恐怖理发店,6.5,爱情/悬疑/惊悚,陆诗雷,殷果儿/任青安/姜星丘/陈嘉敏/刘小奇/孙筱燕/蔡翱骏/姜涛
女娲日记,6.5,剧情/奇幻,高波,刘美旗/高广泽/宋睿/夏添/崔友斌
爱上试睡师,6.5,喜剧/爱情,罗登,丹尼斯·吴/唐婧/肖旭/刘栋
食人岛,6.5,恐怖/奇幻,李凯,娄淇/杨凯迪/谢波/吴荻/杨迪/金晶/杜旭东
大会师,6.5,历史/战争,安澜,王晖/侯勇/侯祥玲/李泓瑞/黄尧/陶贤锋/脱一然
遵义会议,6.5,历史/战争,刘星/胡明钢/于兰,于紫菲/佟瑞欣/张京生/姚中华/马晓伟/赵滨/江婷
荒村凶间,6.5,悬疑/惊悚,陆诗雨,惠英红/蔡俊涛/贾琳/唐国忠/晨媛儿
岛囧,6.5,剧情/喜剧/悬疑/惊悚,王子元,李渺然/李天涯/张洛晨/刘宇珽/徐香颖/张小冉/金长亮/张灵彦/郭剑/刘宗伟/张轶祺/王子元
站住！别跑！,6.5,剧情/喜剧/动作/悬疑/犯罪,傅子恩,葛铮/卢野/徐岑子/宇文秋实/杜子名/张一山/祁宝泉/吕小品/李阳/周毅
绝战,6.5,剧情/动作/战争,许江华/林小鑫,何育骏/王岚/高明升/胡子健/吕文军/陈升卫/路少平/蒋林燕/孙鸣骏/王军/王旭升
我们毕业啦,6.5,喜剧/爱情,程中豪/王凯,童菲/高泰宇/谢樱斐/马丁/乔曦/张天启
妄想症,6.5,悬疑/惊悚,彭发,周柏豪 /安琥/洪辰/程媛媛/洪天明
青蛙总动员,6.5,喜剧/动画/冒险,杨仁贤,吉静/郭政建/白涛/王秋明/谷峰/滕奎兴/李金燕
恐怖将映,6.5,惊悚/恐怖,张洋,谢容儿/米克·通拉亚/杨杏/游乐儿/李萌萌/周亚平/雁子/郭中友/杨梓邑/彭艺博/常笑笑/徐玺涵/于雷/刘宝乐/任娇/江浩桐/车静子/孙曼龄
一家老小向前冲,6.5,剧情/喜剧,李平,彭宇/柳岩/杜海涛/陈英俊/王永光/李小嘉/杨珊珊/宋谷/岳菁蔚/李谷一/沈凌
红衣男孩,6.5,悬疑,张博,齐志/刘锐/阮妍霏
摇滚水果,6.5,喜剧/爱情/音乐,魏健,王李丹妮/陈亦飞/常乐/陈霖生/贾康熙/徐艺/草莓/魏健/金宝/姜鑫
中国惊奇先生2015,6.5,剧情/动画,李豪凌,谢添天/夏磊/沈达威
天边的孩子,6.5,剧情/儿童,苗述,杜海涛/穆梦娇/侍宣如/赵铁人/刘宁/薛理智/刘刚/杨镜儒
找个高富帅？,6.5,喜剧/爱情,陈童,徐申东/张惠鑫/曲昱曈/王乐天/王妍/闫美伊/陈童/李飞
精武青春,6.5,喜剧/爱情,邱礼涛,吴千语/徐正溪/夏嫣/林德信/张楚楚/刘以达/阮德锵/宋佳/黄百鸣
卧龙岗,6.5,喜剧/悬疑,雪村,雪村/俞晴/英达/翁虹/林雪/朱洁/秦学士/李彬/苗皓钧/牛萌萌
欲望爱人,6.5,喜剧/爱情,姬智,张东/金夕/王笑龙/王梦婷
我的青春蜜友,6.5,爱情,赵翀,孙茜/李泰/彭博/汤晶媚/张群/李若嘉/吴弘
我们毕业的夏天,6.5,剧情/喜剧/爱情,喻瀚湫,张嘉倪/曾江/吴建飞/大张伟/李子雄/洪剑涛/赵铁人
虐面人之死灵面膜,6.5,爱情/悬疑/惊悚,吴国勇,蒲巴甲/程媛媛/韩丹彤/舒耀瑄/刘陆/于彭/向鼎
潜艇总动员4：章鱼奇遇记,6.5,喜剧/动画/冒险,何子力,蒋可/王晓彤/李晔/孙宁芳/范楚绒/洪海天/谢元真/胡谦/刘北辰/周南飞/严丽祯/谭满堂/翟巍
拼时代,6.5,剧情/喜剧,郑勇刚,潘昊/吴巧/徐佳蔚/许晓萌/张凯/马莉/黄玮伦
夜店北京2：女神禁区,6.5,爱情,张朋,龙泽/张小格/孟晓艺/王瑞儿/尚淳汐/王姊姊/王羽潞/朱永棠/田青/罗梓丹/张宁/竞依/马龙飞/李爱/吴沐熙/刘畅/安妮/郝梦瑶/李振/孟馨埙/张卫华/秋维/董黛儿/肖凯提/何育骏
青春如期,6.5,爱情,泽田,陈羽琦/韩雪薇/廖望
致命闪玩,6.5,剧情/悬疑/冒险,咸旭初,方力申/张馨予/李威/周秀娜/洪天明/曹云金/郭涛/杨恭如/邹少官/游本昌/徐冬冬
石榴树上结樱桃,6.5,剧情,陈力,师春玲/宁理/缪婷茹/张刚
绿林大冒险,6.5,动画/奇幻/冒险,徐克,张欣/张安琪/王肖兵/李正翔/李传缨/杨梦露/高其昌/姜玉玲
我在记忆里等你,6.5,剧情/爱情,牛超,杨子姗/郑恺/于小伟
致命替身,6.5,悬疑/惊悚,过华,刘青/魏建云/王诗乔
云之锦,6.5,剧情,张瑜,杨烁/张璇/郭东文/萨日娜/吕中/师小红/张瑞珈/吴其江/巴音/哈琳/计一彪/陈锐
画圣,6.5,传记/历史/古装,海涛,午马/及莉/郭珍霓/许凝
生死罗布泊,6.5,剧情,董玲,王洛勇/袁琛/杨圣文/艾尼瓦尔·阿不拉伊提/马冬/阿尔森·阿不都拉/艾克拉木·艾克拜尔/周波
荒岛情未了,6.5,悬疑/惊悚/冒险,喻瀚湫,陈龙/曹曦文/蒋小涵/戴凌鹏/任珈锐
关于爱情和那些魔鬼,6.5,剧情/喜剧/爱情,赵小僮,杨童舒/莫少聪/洪剑涛/嵇波
为你而来,6.5,剧情/爱情,瞿友宁,夏如芝/郑凯/霍泥芳/林宗仁
第一大总统,6.5,剧情/传记/历史,王才涛,邱心志/韩庚/张峻宁/聂玫/田亮/秦昊/李晟/何洁/刘劲/曹炳琨/江平/王艳/熊乃瑾/句号/邹兆龙/周一围/谭耀文/王姬/居文沛/胡彦斌/于娜/凌潇肃/刘羽琦/张颂文
不朽,6.5,爱情/历史/战争,隋小东,苗亮/宋之光
岁岁清明,6.5,剧情,肖风,钱佩怡/盛翔/张纹/王永春/安峰/韩桢初
大国手之天下无敌,6.5,剧情/历史/古装,萧锋,程皓枫/章贺/付聪
透析,6.5,剧情,刘杰,倪大红/梅婷/奇道/宋迎春/郑铮/高群书
马兰花,6.5,剧情/动画,姚光华,林志玲/陈好/黎明/姚明/周立波
鲜花,6.5,剧情,西尔扎提·亚合甫,茹扎·达吾列提/法蒂哈·马力克/阿力木江·吐尔斯拜克
味道男女,6.5,剧情,金明/巩固,张超/倪大红/赵柯/李奕娴
北京等待,6.5,剧情,张伦,凯利·尼克斯/宋琇萱/塔拉·阿什/胡婷婷
温凉珠,6.5,动作/武侠/古装,范冬雨,刘奕君/周青/谭建昌/祁映诺
狂蟒惊魂,6.5,恐怖,李炳良,景甜/刘家辉/周俊伟/叶竞生/嘉伦
我的左手,6.5,剧情,陈国星/乔和平,马跃/徐筠/彭玉/李幼斌/田成仁
结果,6.5,剧情,章明,黄光亮/徐百卉/廖忠
秘语十七小时,6.5,剧情,章明,郭晓东/张雅琳/黄志忠
2001年中央电视台春节联欢晚会,6.5,音乐/歌舞,王冼平,周涛/朱军/曹颖/张政
鬼迷心窍,6.5,恐怖,查传谊,黄秋生/任达华/李婉华/李若彤/黄霑
马戏小子,6.5,动作,午马,元彪/甄子丹/温碧霞/午马
武林圣斗士,6.5,喜剧/动作/古装,张鑫炎,于荣光/杨丽菁/徐洁/靳德茂/于海/计春华/戈春艳
女子别动队,6.5,剧情/历史/战争,金作信/王连平,刘威/何晴/张悦楷/朱亚英/徐丽莉
齐天乐,6.5,歌舞/戏曲,杨洁,六小龄童/马德华/闫怀礼/迟重瑞/赵丽蓉/郁钧剑/蒋大为/胡寅寅/孙正平
邮缘,6.5,剧情/爱情,桑弧,郭凯敏/陈燕华/张闽/王苏娅/闪增宏
郊区的鸟,6.4,剧情,仇晟,李淳/黄璐/龚子涵/邓竞/刘琦/许烁/钱炫邑
平原上的夏洛克,6.4,剧情,徐磊,徐朝英
学区房72小时,6.4,剧情,陈晓鸣,管轩/徐幸/傅淼
巧虎大飞船历险记,6.4,动画/儿童,河村友宏/王臻,李晔/沈达威/罗玉婷/王晓彤/孙晔/李敏妍
悟空奇遇记,6.4,喜剧/动画,殷玉麒,张震/李姗姗/元气纣 /宝木中阳/张圣/李璐
齐天大圣之火焰山,6.4,喜剧/动作/爱情/古装,林珍钊,陈浩民/罗米/李若彤/曾志伟/林子聪
2018-2019湖南卫视跨年演唱会,6.4,音乐/歌舞/真人秀,安德胜,何炅/汪涵/王俊凯/王源/易烊千玺/朱一龙/杨紫/刘涛/陈翔/武艺/王鹤棣/沈月/马思超/冯绍峰/秦岚/金志文/于文文/杨钰莹/谭维维/宋茜/罗志祥/徐佳莹/汪东城/田馥甄/吴青峰/程潇/韩红
午夜整容室,6.4,惊悚/恐怖,曹志鹏,赖晶晶/王李丹妮/陈垚/潘彦妃/雷诺儿
向阳的日子,6.4,剧情,张罗平,吴超/海尔夫/王力可/吕聿来/金喜
凌晨四点的重庆,6.4,剧情/爱情/悬疑,杨俊汉,宋宁峰/吕星辰/何泓姗/李乃文
信仰者,6.4,剧情/传记/历史,杨虎,黄少祺/赵毅/葛子铭/李幼斌/卢海华/徐光宇/王力可/侯天来
迷失地铁,6.4,剧情/悬疑,孟瑀,王真儿/王煜/朱莉/杜子名/居亚运
一个人的课堂,6.4,剧情/儿童,李军林,孙海英/王乃训/韩三明
深宫怨灵,6.4,悬疑/惊悚,司徒永华,凯蒂·萨瓦/凯瑟琳·希金斯/克瑞姆·柏辛/艾兰·霍金斯/珠恩·威廉姆森/陈钰芸/王文杰/李依馨/西蒙·殷/哈利·杜·杨
超自然事件之坠龙事件,6.4,动作/科幻,张涛,彭禺厶/刘银银/侍宣如
小小爸爸,6.4,剧情/喜剧/爱情/儿童,崔俊杰,刘小光/汪涵/赵海燕/唐鉴军/王小宝/孙立荣/关婷娜
诡异酒楼,6.4,惊悚,蒋国权,欧阳鑫紫/赵东昊/李璐兵/刘勇/黎明/莎莎/韩雪莲/纪圣圣/李玉峰/李果
梦回少年时,6.4,爱情/同性/奇幻,黄超,王贤/景乐
总裁在上1：初见初念,6.4,爱情,李遥波,朱圣祎/潘子剑
灿烂这一刻,6.4,剧情,陈果,张敬轩/郝蕾/林雪
所爱非人,6.4,爱情/科幻,宋灏霖,任欣羽/李雅男
神兽金刚之青龙再现,6.4,动画/奇幻/冒险,朱晓兵/黄贻青,黄健/李仲鑫/谢安晟/泽飞/陈蔡瑜
夜魔人,6.4,悬疑/惊悚,张坤一,韦娜/鹿凌桀/娜仁花/杜玉明/李龙君/徐思语/杨凯迪
夜半哭声,6.4,惊悚/恐怖,陆诗雷,刘俐儿/刘一辰/秦立洋/吴静一/陈田心/吕梓铷
刺猬小子之天生我刺,6.4,喜剧/动画/冒险,黄健明,苏尚卿/汤水雨/路知行/阎萌萌/刘潮/周志强/郭政建
党的女儿尹灵芝,6.4,剧情/历史,卫晓茼,郜耀平/姚安濂/王建国/李琳/阎青妤/张志宏/张页石/王朋利/韩三明/卢海华/安宁/徐利/明俊臣
太空熊猫英雄归来,6.4,喜剧/科幻/动画/冒险,郑成峰,丁妍/王亚林/叶芳/苏倩云/王雪沁
青蛙王国之冰冻大冒险,6.4,喜剧/动画/冒险,常光希/彭飞,孙楠/石班瑜/姜瑰瑾/买宝瑶
老石,6.4,剧情,马楠,陈刚/耐安/王宏伟
